0.006464,-0.248905,1.221430,-1.343530,-1.063010,0.777664,0.217701,0.095988,0.115013,0.201372,1.161651,-0.265494,-0.019712,0.671063,0.219354,-0.142063,-1.593526,0.747944,0.876621,1.163531,0.394442,0.000000
-0.578648,0.808792,1.112880,-1.431944,-0.603330,0.242889,0.693176,0.013434,-0.589655,0.564581,0.184039,0.245150,-0.216048,0.556813,-0.640670,0.722766,-1.750856,0.790343,-0.448470,1.132755,-1.206714,0.000000
0.973502,0.570841,-0.206116,0.346032,-0.114326,0.548877,1.328743,-1.087543,-0.333328,-0.496813,1.189885,1.162188,-0.075200,0.720814,0.848754,-0.722829,-1.187041,0.412900,-0.412342,1.273309,-1.433604,0.000000
-0.093744,-0.955433,0.504502,0.252702,0.810897,0.573651,-0.667007,-0.012612,-0.077683,-0.592991,-0.617117,-0.534038,0.982023,-0.193192,-0.646374,0.744193,-0.547929,-0.985459,0.371759,0.258425,-0.581248,0.000000
0.219459,0.603503,0.985534,-0.485397,0.695730,-0.641041,-0.068331,-0.506211,-0.942930,-0.693899,-0.063265,0.964293,-0.794794,0.814386,0.525071,-0.641591,0.269509,0.752373,0.069674,-0.239479,0.661733,0.000000
0.680846,-0.442614,0.124771,-1.176241,-1.194046,0.114555,-0.183769,0.199113,-0.346580,-1.017222,0.389711,0.021597,-0.290570,0.356858,0.601525,1.087383,-0.438921,0.750733,-0.451831,0.689930,-0.835661,0.000000
-0.660275,-0.274759,-0.400844,-1.384147,0.233178,0.963722,-0.118332,-0.936857,0.019932,0.446171,0.598353,0.109428,0.480556,1.258724,0.117176,-0.578961,-0.438594,-0.415165,0.517731,0.563659,-0.220710,0.000000
0.051352,0.836915,0.879874,-0.298425,-1.027873,0.373874,1.186141,0.566860,0.820507,-0.597564,1.230028,0.312953,0.271517,1.189011,-0.517035,1.102507,-0.802065,-0.722911,0.812946,0.779776,-0.781965,0.000000
-0.922379,-0.358004,0.806377,-1.094126,0.534254,0.389262,1.193878,0.162716,-0.504532,-0.092979,0.620822,0.861242,-0.286028,0.550425,0.473328,0.785847,-0.005981,0.226891,-0.481330,0.947353,0.546633,0.000000
-0.042811,-0.693966,-0.557097,-0.172761,-0.418134,-0.634498,0.118991,-0.211057,-0.313709,0.399541,-0.586726,-0.016291,-0.078247,0.290795,0.085384,0.661120,-1.702744,0.932276,0.549555,0.868238,-1.180165,0.000000
0.089493,-0.722268,1.221976,-0.317805,-0.061926,0.447818,0.459714,-0.647457,0.661526,-0.099271,0.042985,-0.229485,1.037221,-0.173536,0.163400,-0.374226,-0.985779,-0.043790,0.922039,-0.320574,-0.508062,0.000000
0.316288,-0.752661,1.022547,-1.153939,-0.617221,-0.633242,-0.329778,-1.165940,0.401517,-0.461219,0.972141,0.156996,-0.562855,1.124724,0.306936,-0.758559,-1.266419,0.373869,0.877504,-0.255540,-0.873849,0.000000
-0.047534,0.533500,1.074317,-0.110310,-1.074485,0.945924,0.191349,-0.185614,0.401800,-0.264137,1.554103,-0.242831,1.383222,0.504612,0.867205,1.207642,-2.479328,1.082169,0.516015,0.686086,-0.595875,0.000000
0.864393,-0.431274,0.447351,-0.180143,-0.237116,0.192009,-0.627579,-1.053574,-0.522479,-0.457200,-0.791727,-0.175872,-0.495280,0.454620,-0.571931,0.628298,0.336850,0.620467,0.170129,0.961075,0.358556,1.000000

-0.757707,1.000510,-0.009697,0.750823,0.561768,0.179561,-0.187888,0.594297,-0.739571,1.002180,0.696887,0.941394,-0.264930,-0.645613,0.182749,-0.585599,-0.409808,0.091559,-0.959973,0.023364,-0.274642,0.000000
-0.237091,0.360730,0.885628,-0.642552,-0.949698,0.668710,-0.507640,-0.084934,0.407148,0.368158,-0.203076,0.749028,0.823516,-0.068268,0.497814,0.157002,0.672159,0.197654,0.287693,-0.108346,-0.117440,0.000000
0.293726,0.972101,0.855186,-0.378728,0.811714,-0.253091,-0.069138,-0.072064,-0.265656,0.713788,-0.353323,0.545410,-0.074457,-0.025888,0.393283,0.669110,0.105798,0.829488,-0.762889,0.716182,0.773308,0.000000
-0.147736,0.516775,0.613235,-0.976263,0.393166,-0.782792,0.328799,0.905065,0.131864,0.620180,0.524356,-0.255696,-0.583045,-0.294524,0.729972,-0.333574,-0.175770,-0.827848,0.454516,-0.837438,-0.786065,0.000000
0.472457,0.490265,0.498198,-0.324854,0.310246,0.715446,0.056990,-0.786214,0.576447,0.378170,-0.227136,0.376833,-0.090888,0.528724,0.837452,-0.071975,-0.496329,-0.687064,0.780523,-0.252487,-0.039416,0.000000
-0.540045,-0.555124,-0.155473,-0.023360,-0.151036,-0.603997,-0.667874,0.626258,-0.861300,0.672975,0.041997,-0.996259,0.432113,0.125396,0.734923,-0.269047,0.256020,0.597929,0.676678,0.898504,0.297609,0.000000
0.695098,0.574514,0.134660,-0.491648,0.799998,-0.061082,-0.861952,-0.091843,0.899624,-0.228442,-0.180164,-0.233367,0.999391,-0.617820,-0.707580,0.181701,0.549815,0.443298,0.320637,0.611535,0.198807,0.000000
-0.825983,0.725615,-0.396409,0.067741,-0.426913,-0.560693,0.549505,-0.741641,0.148519,-0.125966,-0.963702,0.761735,-0.308958,0.254667,0.326449,-0.156048,-0.513242,-0.946279,0.705548,0.760268,0.810053,0.000000
-0.144701,0.355295,-0.569459,-0.124173,0.145623,0.068721,0.066646,-0.374901,0.667598,0.636497,-0.747038,0.478744,-0.846028,0.728038,-0.846841,-0.638101,-0.034987,0.552195,-0.637739,0.108311,-0.140604,0.000000
0.448093,-0.190492,0.231075,0.849277,-0.272282,0.068523,0.266380,-0.027654,0.285647,0.028040,0.078269,-0.558164,0.811836,-0.438866,0.367197,-0.717495,-0.779347,-0.802908,-0.916028,-0.400014,-0.408529,0.000000
0.801366,-0.602857,0.806814,-0.217530,0.382711,-0.589963,-0.129566,-0.759326,-0.530823,0.854888,-0.500528,-0.698881,0.584513,0.377098,0.747279,0.805050,0.561383,0.958763,-0.333621,-0.180094,0.195637,0.000000
0.226564,0.991746,-0.204757,-1.015512,-0.808494,-0.555455,-0.697151,-0.307308,-0.127969,0.401169,-0.704526,0.813549,-0.592502,0.940064,0.948722,-0.598788,0.758060,0.478741,0.571756,0.670078,0.640187,0.000000
0.847377,-0.249356,0.959214,-0.902594,0.275548,0.038515,-0.741069,-0.769692,-0.883163,-0.132440,0.933384,-0.740856,0.493910,0.698208,0.551086,0.367967,0.020324,-0.703458,0.027106,0.727690,0.531663,0.000000
0.273955,0.076589,-0.673299,-0.737120,-0.062888,0.580897,0.218399,0.031874,-0.070033,-0.306152,0.200871,-1.023494,-0.261132,0.751917,-0.710386,-0.405463,0.238187,0.508552,-0.621370,0.607572,0.198834,0.000000
-0.793656,0.473893,0.782122,-0.366684,-0.977746,-0.329919,-0.060045,-0.024138,-0.598229,0.780004,-0.592537,0.087228,-0.046627,0.395195,-0.733853,-0.793601,-0.178466,-0.782188,-0.848839,-0.358154,-0.845088,0.000000
0.523279,0.826777,-0.524609,-0.730683,-0.082298,0.306856,-0.423728,0.504520,-0.772851,-0.693419,0.674423,0.107025,0.198597,-0.040463,0.829772,0.716140,0.754428,-0.613450,-0.526089,-0.239145,-0.565356,0.000000
-0.021686,-0.789069,-0.906659,0.834194,0.610826,-0.432417,0.900575,0.717295,-0.075701,-0.991521,-0.743535,0.284562,-0.360171,-0.799507,0.234254,-0.417183,0.771200,-0.834937,0.778176,-0.634968,-0.911802,0.000000
-0.898515,0.338740,-0.598211,-0.083479,0.033356,0.555698,0.144415,0.900128,-0.099829,0.980898,0.531631,-0.427774,-0.819813,0.242361,-0.685815,0.322650,-0.424171,0.181037,0.141860,0.253700,-0.115605,0.000000
-0.851459,-0.879675,-0.897670,-0.870709,-0.534210,-0.672275,-1.051746,0.063396,-0.704988,-0.108063,0.442598,0.126612,0.656716,-0.097554,0.777620,0.316403,-0.418270,-0.829491,-0.298171,0.132371,-0.497549,0.000000
0.115814,0.285480,0.795156,-0.290342,0.446862,0.647196,-0.688259,-0.080193,-0.457562,-0.495985,0.073028,0.545180,-0.175188,0.340720,-0.499211,0.024377,0.373696,-0.158426,0.574792,0.958625,-0.247065,0.000000
0.840876,-0.347312,0.645604,0.535261,-0.843725,0.466188,-0.639763,0.260123,0.537445,0.590453,-0.481886,0.837943,-0.941868,-0.997479,0.450265,0.333770,0.619084,-0.586672,0.834233,-0.669139,-0.712027,0.000000
-0.011585,-0.344298,-0.731623,-0.004270,0.730488,0.556313,-0.851727,0.559624,0.478012,-0.446756,0.156298,-0.695160,-0.472338,-0.783900,0.135647,0.451409,-0.211422,-0.804657,0.410966,-0.520050,0.043720,1.000000

0.793853,-0.975287,-0.511093,0.318731,0.322814,-0.105098,-0.873071,-0.184131,0.232443,-0.672611,-0.501696,-0.029946,0.045844,0.635131,-0.901637,0.815241,0.837580,0.470263,0.117906,0.210627,-0.960530,0.000000
-0.911670,0.323605,0.280984,-0.208186,-0.604690,-0.279131,0.214153,0.196259,0.188166,-0.096887,-0.640830,0.573614,0.830579,-0.174051,0.035063,0.489364,-0.615162,-0.230725,0.212933,-0.824211,-0.965875,0.000000
0.091535,-0.353640,0.975402,0.853638,0.717789,-0.820078,0.434695,-0.315104,0.156518,0.776167,0.957220,0.026400,0.377117,0.344172,-0.831113,0.231979,-0.328528,0.114512,0.234870,-0.183735,-0.869060,0.000000
0.363450,0.588366,-0.965331,-0.906125,-0.298799,-0.092507,-0.122281,0.097140,-0.019450,0.682180,-0.718986,0.561876,0.904172,0.309977,-0.213326,0.290017,0.552415,0.524583,-0.759758,0.755470,-0.194485,0.000000
-0.063744,0.383922,-0.634144,-0.535681,-0.904106,-0.219729,0.633528,0.923887,0.531366,-0.543152,0.040005,-0.754978,0.171011,-0.460093,-0.771023,0.515427,-0.891964,-0.580577,-0.019679,0.033422,0.266038,0.000000
0.163190,-0.052311,-0.964660,-0.156036,0.901296,-0.544737,-0.293262,-0.829585,-0.267282,0.765078,0.556090,0.423995,-0.337237,0.249572,-0.572354,0.869747,-0.416791,-0.218801,0.305179,-0.698017,0.102588,0.000000
-0.626148,-0.977477,0.466292,0.966124,-0.422152,0.989107,-0.268591,0.499374,-0.073283,-0.506882,-0.446034,-0.026700,0.867061,0.638417,-0.816565,-0.973327,-0.480758,0.307170,-0.666982,0.900626,0.071769,0.000000
-0.984148,-0.267914,0.569201,-0.326017,0.327524,0.054340,-0.755972,0.559313,0.147532,-0.481577,-0.973327,0.724233,0.643537,-0.135240,0.390907,0.961364,-0.737602,0.753483,0.501049,0.489089,-0.538899,0.000000
0.210088,0.982788,0.932249,-0.225243,-0.789634,-0.621424,0.811945,0.480636,-0.929392,-0.410513,0.135137,-0.689871,0.680715,0.033350,-0.743759,0.744255,-0.528184,-0.366596,0.203773,0.188016,-0.999267,0.000000
-0.602335,0.529771,-0.747246,0.433634,-0.259461,0.310693,0.153491,0.689749,0.533656,-0.392511,0.423283,0.969101,0.803618,-0.100048,0.439836,-0.775933,-0.751274,0.403127,0.576650,-0.139870,-0.582434,0.000000
-0.770845,0.713199,0.787469,-0.287806,0.075417,0.122814,0.000778,0.314188,-0.316580,-0.306383,-0.980820,0.942397,-0.206469,0.512588,-0.920408,-0.467635,-0.462650,0.746315,0.844409,0.829973,-0.328162,0.000000
-0.513673,0.460782,-0.482589,0.721061,-0.029226,-0.198411,-0.100313,-0.827326,-0.026993,-0.531875,0.903102,-0.436803,-0.356249,-0.957751,-0.921462,0.664052,0.308573,0.189265,-0.576855,0.014927,-0.378570,0.000000
0.781618,-0.964005,-0.143762,0.385960,0.904707,-0.906588,-0.110401,0.939879,0.225377,-0.555782,0.908568,0.902678,0.080133,0.375709,-0.703087,0.200078,0.598804,0.254105,0.114372,0.671668,-0.877328,0.000000
-0.495211,0.629125,0.664602,0.533973,0.939363,0.723146,-0.344087,0.996216,-0.294237,0.746208,-0.828626,-0.182960,0.339941,0.365401,0.566430,0.497848,0.372749,0.286381,-0.235831,-0.040285,0.897749,0.000000
0.081508,0.578627,-0.461165,-0.012440,-0.780516,0.859345,-0.240573,0.596851,0.750076,0.776139,0.795663,-0.375317,-0.739326,-0.755973,0.273054,0.792535,0.749565,0.357752,-0.355033,-0.362053,0.706019,0.000000
-0.382930,-0.451676,-0.302042,0.999639,-0.111779,-0.767956,0.590842,-0.043722,-0.021373,0.661074,-0.339319,-0.607774,-0.657610,0.764884,0.295136,-0.372417,0.628040,0.260896,0.835357,0.634624,-0.837525,0.000000
-0.202307,0.249686,-0.172283,-0.334411,0.468516,-0.936936,-0.340481,-0.029429,-0.147933,0.666540,-0.153189,0.906414,-0.286871,0.597930,0.876733,-0.887204,0.650929,-0.631277,-0.147759,0.462211,-0.616059,0.000000
0.199237,0.226224,-0.235952,0.127976,0.675317,-0.210629,-0.198551,0.884213,0.664517,-0.119712,-0.091818,-0.148551,0.288587,0.259275,0.025184,0.243126,0.547777,-0.915145,0.792567,0.762502,-0.721741,0.000000
-0.809372,0.380528,-0.450117,-0.383938,-0.009260,0.897634,0.165182,0.546800,0.482498,0.992295,0.025368,-0.162586,-0.107063,-0.275789,0.244855,0.421552,-0.860836,-0.760697,-0.349251,0.928630,0.839112,0.000000
